"Record_number","Entry_date","Study_number","Author","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_growingseason","Rs_wet","Rs_dry","GPP","ER","NEP","NPP","ANPP","BNPP","TBCA","Litter_flux","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
6435,"2018-01-09",7878,"Peng","Q01","MH","China","Yangtze River source","Beilu River Research Station","CN-YZR-HEAT",2012.5,1,34.81666667,92.93333333,4635,"Warmed","150 watts m-2",NA,NA,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii","Boreal","Grassland","Natural","Deciduous","Mature","Cryosol","Dry",NA,NA,NA,NA,NA,-5.1,294.5,1316.9,-3.5,420.1,"IRGA",5,2.5,86.5,NA,30,0.5,NA,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6436,"2018-01-09",7878,"Peng","Q01","MH","China","Yangtze River source","Beilu River Research Station","CN-YZR-CLIPHEAT",2012.5,1,34.81666667,92.93333333,4635,"Clip, warmed","Aboveground biomass cut <320 g m-2, 150 watts m-2",NA,NA,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii","Boreal","Grassland","Natural","Deciduous","Mature","Cryosol","Dry",NA,NA,NA,NA,NA,-5.1,294.5,1316.9,-3.5,420.1,"IRGA",5,2.5,86.5,NA,30,0.5,NA,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6437,"2018-01-09",7878,"Peng","Q01","MH","China","Yangtze River source","Beilu River Research Station","CN-YZR-CK",2013.5,1,34.81666667,92.93333333,4635,"None",NA,NA,NA,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii","Boreal","Grassland","Natural","Deciduous","Mature","Cryosol","Dry",NA,NA,NA,NA,NA,-5.1,294.5,1316.9,-3.8,238.8,"IRGA",5,2.5,86.5,NA,30,0.5,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6438,"2018-01-09",7878,"Peng","Q01","MH","China","Yangtze River source","Beilu River Research Station","CN-YZR-CLIP",2013.5,1,34.81666667,92.93333333,4635,"Clip","Aboveground biomass cut <320 g m-2",NA,NA,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii","Boreal","Grassland","Natural","Deciduous","Mature","Cryosol","Dry",NA,NA,NA,NA,NA,-5.1,294.5,1316.9,-3.8,238.8,"IRGA",5,2.5,86.5,NA,30,0.5,NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6439,"2018-01-09",7878,"Peng","Q01","MH","China","Yangtze River source","Beilu River Research Station","CN-YZR-HEAT",2013.5,1,34.81666667,92.93333333,4635,"Warmed","150 watts m-2",NA,NA,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii","Boreal","Grassland","Natural","Deciduous","Mature","Cryosol","Dry",NA,NA,NA,NA,NA,-5.1,294.5,1316.9,-3.8,238.8,"IRGA",5,2.5,86.5,NA,30,0.5,NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440,"2018-01-09",7878,"Peng","Q01","MH","China","Yangtze River source","Beilu River Research Station","CN-YZR-CLIPHEAT",2013.5,1,34.81666667,92.93333333,4635,"Clip, warmed","Aboveground biomass cut <320 g m-2, 150 watts m-2",NA,NA,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii","Boreal","Grassland","Natural","Deciduous","Mature","Cryosol","Dry",NA,NA,NA,NA,NA,-5.1,294.5,1316.9,-3.8,238.8,"IRGA",5,2.5,86.5,NA,30,0.5,NA,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6460,"2018-02-01",7573,"Wang","Q01","BBL","China","Guangxi","Experimental Center of Tropical Forestry","CN-GX-PINUS",2009,1,22.16666667,106.8333333,NA,"None",NA,26,26,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading","Oxisol","Dry",NA,NA,57,8,35,21,1400,NA,NA,NA,"Gas chromatography",NA,5,490.63,NA,30,1,NA,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700,20,NA
6461,"2018-02-01",7573,"Wang","Q01","BBL","China","Guangxi","Experimental Center of Tropical Forestry","CN-GX-MP",2009,1,22.16666667,106.8333333,NA,"None",NA,26,26,"Pinus massoniana; Castanopsis hystrix","Subtropical","Forest","Managed","Mixed","Aggrading","Oxisol","Dry",NA,NA,62,7,31,21,1400,NA,NA,NA,"Gas chromatography",NA,5,490.63,NA,30,1,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,20,NA
6462,"2018-02-01",7573,"Wang","Q01","BBL","China","Guangxi","Experimental Center of Tropical Forestry","CN-GX-CASTANOPSIS",2009,1,22.16666667,106.8333333,NA,"None",NA,26,26,"Castanopsis hystrix","Subtropical","Forest","Managed","Deciduous","Aggrading","Oxisol","Dry",NA,NA,59,7,34,21,1400,NA,NA,NA,"Gas chromatography",NA,5,490.63,NA,30,1,NA,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,20,NA
6572,"2018-02-15",8030,"Gao","Q01","BBL","China",NA,"Tiantong National Forest Park","CN-TNF-CK",2012,1.5,29.86666667,121.65,200,"None",NA,NA,40,"Schima superba; Lithocarpus glaber; Symplocos sumuntia","Subtropical","Forest","Unmanaged","Evergreen","Mature","Acrisol (loam)","Dry",1.07,15.79,NA,NA,NA,16,1374,NA,NA,NA,"IRGA",10,3,314,NA,15,1,NA,946,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,35.99,NA,NA,NA,NA
6573,"2018-02-15",8030,"Gao","Q01","BBL","China",NA,"Tiantong National Forest Park","CN-TNF-50N",2012,1.5,29.86666667,121.65,200,"Fertilized","50 kg N ha-1 yr-1",NA,40,"Schima superba; Lithocarpus glaber; Symplocos sumuntia","Subtropical","Forest","Unmanaged","Evergreen","Mature","Acrisol (loam)","Dry",1.13,14.79,NA,NA,NA,16,1374,NA,NA,NA,"IRGA",10,3,314,NA,15,1,NA,1324.4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,85.71,NA,NA,NA,NA
6574,"2018-02-15",8030,"Gao","Q01","BBL","China",NA,"Tiantong National Forest Park","CN-TNF-100N",2012,1.5,29.86666667,121.65,200,"Fertilized","100 kg N ha-1 yr-1",NA,40,"Schima superba; Lithocarpus glaber; Symplocos sumuntia","Subtropical","Forest","Unmanaged","Evergreen","Mature","Acrisol (loam)","Dry",1.06,16.46,NA,NA,NA,16,1374,NA,NA,NA,"IRGA",10,3,314,NA,15,1,NA,1135.2,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,60.94,NA,NA,NA,NA
6811,"2019-04-24",10467,"Wang","Q01","RM","China","Guangxi","Guangxi Youyiguan Forest Ecosystem Research Station","CN-GUX-CK",2014.5,1,22.08,106.8,NA,"None",NA,NA,30,"Castanopsis hystrix","Subtropical","Forest","Managed","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,NA,22.3,1300,NA,NA,1332,"IRGA",8,3,302,NA,14,1,"Exclusion",1816,NA,NA,NA,567,1249,0.31,NA,5.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6812,"2019-04-24",10467,"Wang","Q01","RM","China","Guangxi","Guangxi Youyiguan Forest Ecosystem Research Station","CN-GUX-2C",2014.5,1,22.08,106.8,NA,"Warmed","1.7 C",NA,30,"Castanopsis hystrix","Subtropical","Forest","Managed","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,NA,22.3,1300,NA,NA,1332,"IRGA",8,3,302,NA,14,1,"Exclusion",1835,NA,NA,NA,397,1438,0.22,NA,5.65,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6829,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2005.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6830,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2005.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6831,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2005.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6832,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2005.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6833,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2006.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6834,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2006.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6835,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2006.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6836,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2006.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6837,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2007.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6838,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2007.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6839,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2007.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6840,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2007.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6841,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2008.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6842,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2008.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6843,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2008.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6844,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2008.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6845,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2009.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6846,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2009.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6847,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2009.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6848,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2009.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6849,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2010.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6850,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2010.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6851,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2010.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6852,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2010.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6853,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2011.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6854,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2011.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6855,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2011.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6856,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2011.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6857,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2012.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6858,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2012.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6859,"2019-05-21",10483,"Han","Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2012.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,10,1,NA,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
