"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
7430,"2019-11-7",9620,"Song",NA,"Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-CLIP200LOC",2011,1,42.033,116.267,NA,"Clip, locust carcass addition","200 individuals/m^-2, clipped 80% of aboveground biomass",NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,731.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185.55,NA,NA,172.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7431,"2019-11-7",9620,"Song",NA,"Q01","JM","China","Inner Mongolia","Duolun county","CN-IM-CLIP400LOC",2011,1,42.033,116.267,NA,"Clip, locust carcass addition","400 individuals/m^-2. clipped 80% of aboveground biomass",NA,NA,"Dasyhippus barbipes, Oedaleus decorus asiati us","Temperate","Steppe","Managed",NA,NA,"Haplic calcisol",NA,NA,NA,NA,NA,NA,2.2,379,NA,NA,NA,"IRGA",NA,3,78.5,"9to10.5",10,0.5,NA,725.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.3,NA,NA,180.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7432,"2019-11-8",9594,"Wan",NA,"Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-CK",2010.5,2,22.617,112.333,NA,"None",NA,4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,642.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.107933,1.288817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7433,"2019-11-8",9594,"Wan",NA,"Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-UR",2010.5,2,22.617,112.333,NA,"Understory removal","Above & belowground components of understory removed",4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,546.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81285,1.073717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7434,"2019-11-8",9594,"Wan",NA,"Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-FERT",2010.5,2,22.617,112.333,NA,"Fertilized","Two fertilizations: 5g/N/m^-2, and 10g/N/m^-2 with 10g/P2O5^-2 & 10g/K2O",4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,800.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.717383,1.512175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7435,"2019-11-8",9594,"Wan",NA,"Q01","JM","China","Guangdong province","Heshan National Field Research Station","CN-GD-URFERT",2010.5,2,22.617,112.333,NA,"Litter manipulation, fertilized","Above & belowground components of understory removed, Two fertilizations: 5g/N/m^-2, and 10g/N/m^-2 with 10g/P2O5^-2 & 10g/K2O",4,NA,"Eucalyptus urophylla","Subtropical","Forest","Managed","Evergreen","Aggrading","Ultisol",NA,NA,NA,NA,NA,NA,21.7,1700,NA,NA,NA,"IRGA",NA,3,314,"9to12",30,1,NA,551.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.867317,1.049592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wet season: Apr.-Sep., dry season: Oct.-Mar."
7438,"2019-11-8",9548,"Liu",NA,"Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-NTCK",2009.8,1,33.316,120.75,4,"None","NT-Control",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",278,NA,NA,NA,NA,227.05,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7439,"2019-11-8",9548,"Liu",NA,"Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-NTPP",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 peat, 2.1 t ha^-1 phosphogypsum",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",299,NA,NA,NA,NA,247.604,NA,NA,NA,NA,NA,2.398,NA,NA,NA,NA,NA,NA,NA,2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7440,"2019-11-8",9548,"Liu",NA,"Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-NTWS",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 wheat straw mulch",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",367,NA,NA,NA,NA,266.246,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7441,"2019-11-8",9548,"Liu",NA,"Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-RTCK",2009.8,1,33.316,120.75,4,"None","RT-Control",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",293,NA,NA,NA,NA,265.051,NA,NA,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7442,"2019-11-8",9548,"Liu",NA,"Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-RTPP",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 peat, 2.1 t ha^-1 phosphogypsum",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",300,NA,NA,NA,NA,292.297,NA,NA,NA,NA,NA,2.83,NA,NA,NA,NA,NA,NA,NA,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7443,"2019-11-8",9548,"Liu",NA,"Q01","DP","China","Jiangsu","Nanjing Agricultural University","CN-JS-RTWS",2009.8,1,33.316,120.75,4,"Fertilized","4.5 t ha^-1 wheat straw mulch",NA,0,"Helianthus tuberosus",NA,"Agriculture","Managed","Evergreen","Mature","Fluvoaquic","Dry",1.28,17.5,67,12,21,NA,NA,NA,16.75,1078,"Gas chromatography",NA,5,314,"9to11",10,1,"Exclusion",312,NA,NA,NA,NA,297.555,NA,NA,NA,NA,NA,3.16,NA,NA,NA,NA,NA,NA,NA,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual read from Figure 2?"
7469,"2019-11-14",9662,"Wang",NA,"Q01","JM","China","Yunnan-guizhou plateau","Yunnan Forest Ecosystem Positioning Research Station","CN-YN-15YR",2013,1,23.772,101.268,2180,"None",NA,NA,15,"Pinus yunnanensis","Subtropical","Forest","Managed","Evergreen","Aggrading","Red soil",NA,NA,20.4,NA,NA,NA,15,1050,NA,NA,NA,"IRGA",NA,2.5,78.5,"10to16",73,1,NA,736.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7470,"2019-11-14",9662,"Wang",NA,"Q01","JM","China","Yunnan-guizhou plateau","Yunnan Forest Ecosystem Positioning Research Station","CN-YN-30YR",2013,1,23.772,101.268,2178,"None",NA,NA,30,"Pinus yunnanensis","Subtropical","Forest","Managed","Evergreen","Mature","Red soil",NA,NA,17.4,NA,NA,NA,15,1050,NA,NA,NA,"IRGA",NA,2.5,78.5,"10to16",73,1,NA,1098.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7471,"2019-11-14",9662,"Wang",NA,"Q01","JM","China","Yunnan-guizhou plateau","Yunnan Forest Ecosystem Positioning Research Station","CN-YN-45YR",2013,1,23.772,101.268,2240,"None",NA,NA,45,"Pinus yunnanensis","Subtropical","Forest","Managed","Evergreen","Mature","Red soil",NA,NA,19.3,NA,NA,NA,15,1050,NA,NA,NA,"IRGA",NA,2.5,78.5,"10to16",73,1,NA,882.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7472,"2019-11-14",9695,"Peng",NA,"Q01","JM","China","Qinghai-tibet plateau",NA,"CN-QH-DRYCK",2012.5,3,34.817,92.933,4635,"None","Dry control",NA,NA,"Kobresia capillifolia","Alpine","Grassland","Unmanaged","Deciduous","Mature",NA,"Dry",1.25,11.2,95,NA,NA,-3.8,290.9,1316.9,NA,NA,"IRGA",NA,2.5,80,"10to15",22,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason:2.199, Ra_growingseason:0.806"
7473,"2019-11-14",9695,"Peng",NA,"Q01","JM","China","Qinghai-tibet plateau",NA,"CN-QH-DRYHEAT",2012.5,3,34.817,92.933,4635,"Warmed","150W/m^2",NA,NA,"Kobresia capillifolia","Alpine","Grassland","Unmanaged","Deciduous","Mature",NA,"Dry",1.25,11.2,95,NA,NA,-3.8,290.9,1316.9,NA,NA,"IRGA",NA,2.5,80,"10to15",22,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason:2.256, Ra_growingseason:0.789"
7474,"2019-11-14",9695,"Peng",NA,"Q01","JM","China","Qinghai-tibet plateau",NA,"CN-QH-WETCK",2012.5,3,34.817,92.933,4635,"None","Wet control",NA,NA,"Kobresia capillifolia","Alpine","Grassland","Unmanaged","Deciduous","Mature",NA,"Wet",1,11.9,95,NA,NA,-3.8,290.9,1316.9,NA,NA,"IRGA",NA,2.5,80,"10to15",22,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason:1.636, Ra_growingseason:0.997"
7475,"2019-11-14",9695,"Peng",NA,"Q01","JM","China","Qinghai-tibet plateau",NA,"CN-QH-WETHEAT",2012.5,3,34.817,92.933,4635,"Warmed","150W/m^2",NA,NA,"Kobresia capillifolia","Alpine","Grassland","Unmanaged","Deciduous","Mature",NA,"Wet",1,11.9,95,NA,NA,-3.8,290.9,1316.9,NA,NA,"IRGA",NA,2.5,80,"10to15",22,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh_growingseason:1.829, Ra_growingseason:1.544"
7476,"2019-11-15",9649,"Shen",NA,"Q01","DP","China","Northern Tibet","Damxung Grassland Obersation Station","CN-TIB-CK",2013.5,1,30.5,91.066,NA,"None","Unwarmed plot + 0% precipitation level",NA,NA,"Kobresia","Temperate","Grassland","Managed","Deciduous","Mature","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,476.8,NA,NA,NA,"IRGA",NA,2.5,314,NA,14,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7477,"2019-11-15",9649,"Shen",NA,"Q01","DP","China","Northern Tibet","Damxung Grassland Obersation Station","CN-TIB-WARM",2013.5,1,30.5,91.066,NA,"Warmed","Warmed plot + 0% precipitation level",NA,NA,"Kobresia","Temperate","Grassland","Managed","Deciduous","Mature","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,476.8,NA,NA,NA,"IRGA",NA,2.5,314,NA,14,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7478,"2019-11-15",9649,"Shen",NA,"Q01","DP","China","Northern Tibet","Damxung Grassland Obersation Station","CN-TIB-6WET",2013.5,1,30.5,91.066,NA,"Precipitation amount change","Unwarmed plot + 6% precipitation level",NA,NA,"Kobresia","Temperate","Grassland","Managed","Deciduous","Mature","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,476.8,NA,NA,NA,"IRGA",NA,2.5,314,NA,14,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7479,"2019-11-15",9649,"Shen",NA,"Q01","DP","China","Northern Tibet","Damxung Grassland Obersation Station","CN-TIB-WARM6WET",2013.5,1,30.5,91.066,NA,"Warmed, precipitation amount change","Warmed plot + 6% precipitation level",NA,NA,"Kobresia","Temperate","Grassland","Managed","Deciduous","Mature","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,476.8,NA,NA,NA,"IRGA",NA,2.5,314,NA,14,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7480,"2019-11-15",9649,"Shen",NA,"Q01","DP","China","Northern Tibet","Damxung Grassland Obersation Station","CN-TIB-25WET",2013.5,1,30.5,91.066,NA,"Precipitation amount change","Unwarmed plot + 25% precipitation level",NA,NA,"Kobresia","Temperate","Grassland","Managed","Deciduous","Mature","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,476.8,NA,NA,NA,"IRGA",NA,2.5,314,NA,14,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7481,"2019-11-15",9649,"Shen",NA,"Q01","DP","China","Northern Tibet","Damxung Grassland Obersation Station","CN-TIB-WARM25WET",2013.5,1,30.5,91.066,NA,"Warmed, precipitation amount change","Warmed plot + 25% precipitation level",NA,NA,"Kobresia","Temperate","Grassland","Managed","Deciduous","Mature","Sandy loam","Dry",NA,NA,NA,NA,NA,1.3,476.8,NA,NA,NA,"IRGA",NA,2.5,314,NA,14,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7539,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-DICK",2011.5,1,44.28,85.82,NA,"Drip irrigation, no fertilization, stubble incorporated","Stubble=7,500 kg/hm2",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,7.624,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7540,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-DIFERIT",2011.5,1,44.28,85.82,NA,"Drip irrigation, chicken manure, stubble incorporated","Stubble=7,500 kg/hm2; chicken manure=235g/kg OM, 17.8g/kg N, 13.7g/kg P, 2.18g/kg K; 30t/hm2 manure total, applied before planting",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.24,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7541,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-DINPK",2011.5,1,44.28,85.82,NA,"Drip irrigation, NPK, stubble incorporated","Stubble=7,500 kg/hm2; total fertilizer=440kg/hm2 N, 420kg/hm2 P2O5, 270kg/hm2 K2O (30%N, 70%P2O5, 100% K2O applied before planting, remainder applied as topdressing)",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,7.856,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7542,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-DIFERITNPK",2011.5,1,44.28,85.82,NA,"Drip irrigation, chicken manure, NPK, stubble incorporated","Stubble=7,500 kg/hm2; chicken manure=235g/kg OM, 17.8g/kg N, 13.7g/kg P, 2.18g/kg K; total fertilizer=440kg/hm2 N, 420kg/hm2 P2O5, 270kg/hm2 K2O, 30t/hm2 manure (30%N, 70%P2O5, 100% K2O, 100% manure applied before planting, remainder applied as topdressing)",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.296,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7543,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-FICK",2011.5,1,44.28,85.82,NA,"Flood irrigation, no fertilization, stubble incorporated","Stubble=7,500 kg/hm2",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,7.656,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7544,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-FIFERIT",2011.5,1,44.28,85.82,NA,"Flood irrigation, chicken manure, stubble incorporated","Stubble=7,500 kg/hm2; chicken manure=235g/kg OM, 17.8g/kg N, 13.7g/kg P, 2.18g/kg K; 30t/hm2 manure total, applied before planting",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.816,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7545,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-FINPK",2011.5,1,44.28,85.82,NA,"Flood irrigation, NPK, stubble incorporated","Stubble=7,500 kg/hm2; total fertilizer=440kg/hm2 N, 420kg/hm2 P2O5, 270kg/hm2 K2O (30%N, 70%P2O5, 100% K2O applied before planting, remainder applied as topdressing)",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,7.872,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7546,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSK-FIFERITNPK",2011.5,1,44.28,85.82,NA,"Flood irrigation, chicken manure, NPK, stubble incorporated","Stubble=7,500 kg/hm2; chicken manure=235g/kg OM, 17.8g/kg N, 13.7g/kg P, 2.18g/kg K; total fertilizer=440kg/hm2 N, 420kg/hm2 P2O5, 270kg/hm2 K2O, 30t/hm2 manure (30%N, 70%P2O5, 100% K2O, 100% manure applied before planting, remainder applied as topdressing)",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.848,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7547,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSR-DICK",2011.5,1,44.28,85.82,NA,"Drip irrigation, no fertilization, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,7.488,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7548,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSR-DIFERIT",2011.5,1,44.28,85.82,NA,"Drip irrigation, chicken manure, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.072,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7549,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSR-DINPK",2011.5,1,44.28,85.82,NA,"Drip irrigation, NPK, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,7.664,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
